question_concept_id,question_text,question_type,secondary_source_concept_id,source_question_concept_id
386524148,Polycystic Ovary Syndrome (PCOS),"Optional Select All that Apply, Displayif in One or More Responses",726699695,725626004
386624051,"In a usual week, about how often do you use tap water from your home to make a cup of hot tea? We are interested in all tap water, whether or not it has been filtered or treated. Please describe [text box]",,716117817,138116092
386950237,"On days that you smoked cannabis when you were age [X / 40] to age [Y / 49 / current age], what is the total amount of time you smoked per day?",,965707586,
387077376,"3-Seasonal Apartment, suite, unit, building, etc.",,716117817,143927994
387108065,Collection ID Manually Entered,,123496044,
387198193,I am worried that my information will be used by others to make a profit,,883203566,706283025
387489930,"On days that you smoked when you were age [X / 30] to age [Y / 39 / current age], about how many cigarettes did you smoke per day?",,965707586,
387564567,I feel that people barely know me,Nested,601305072,326712049
387564837,Damaged Vials,,775188224,238268405
388427546,8-Previous Country - Follow-up,,716117817,964853797
388614168,How old were you when you stopped using e-cigarettes or other vaping devices for nicotine or tobacco every day?,,965707586,
388711124,Mobile phone,,569151507,
389465772,"During the [first/2nd/3rd/etc.] time you had COVID-19, were you diagnosed with blood clots as a complication of COVID-19?","Optional Multiple Choice, Loops",299215535,737077131
389478638,8-Seasonal State/Province,,716117817,509553290
389890053,Autogenerated date/time stamp for Completion of Cancer Screening History Survey,,369168474,
390198398,Autoset when  HdRef_Baseblood_v1r0 selected,,861315814,
390351864,Mouthwash,Optional Select All that Apply,299215535,479143504
390426962,Walkability and bikeability,Select all that apply,312845734,
390463636,6-Previous State/Province,,716117817,809728747
390590842,Date/Time Ovarian Cancer Diagnosis Submitted,,242103797,
390934489,Bag/Container/Thing 29,,948781977,
390941579,9-Seasonal State/Province,,716117817,239279719
391300412,How many times have you had a dilation and curettage (D&C)?,Multiple Choice,369168474,
391951010,What was the outcome of this pregnancy?,,745268907,
392301875,"Thinking about your typical adult life, about how often were you around the tobacco smoke of others, for example in your home, work, or school when you were between 30 and 39 years of age",,965707586,738219521
392629868,Do you use an alarm clock to wake up on [workdays/most days]?,,745268907,
392874924,How many total years [did/have] you work as a shift worker?,,745268907,
393186700,"t-score for ability to participate in social roles and activities, PROMIS-29",,601305072,
393386163,How many times have you had a HrHPV test?,Multiple Choice,369168474,
393682471,"In a usual week, about how often do you use tap water from your home to make a glass of iced tea? We are interested in all tap water, whether or not it has been filtered or treated.",,716117817,393682471
393920480,I don't want to be seen as somebody who makes a fuss.,,110511396,351135983
393996571,I care about cancer research,"Optional Select All That Apply, DisplayIf in One or More Responses",506648060,960544981
394049992,"On days that you [use/used] them, what is the total amount of time you [use/used] chewing tobacco, snus, snuff, or dip per day?",,965707586,
394294282,5-Previous State/Province - Follow-up,,716117817,255474241
394410256,Which of these best describes your natural skin color on the parts of your body that are not exposed to sunor tanning beds,,965707586,
394783260,Seasonal Address 1- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,716117817,426743354
395168461,Is there anything else you want to tell us about your preferences for receiving personal results from Connect and other study information?,Text box,312845734,
395480458,"Age last used - During the time you last smoked cigars, cigarillos, or little filtered cigars, did you smoke them every day?",,965707586,
395747093,Which COVID-19 vaccine shot did you get? Please describe [text box],"Optional Multiple Choice with Text Box, Loops",299215535,220055064
396618548,None of these Asian categories fully describe me. Please describe [text box],Optional Select All that Apply,726699695,525535977
396649512,"Other sitting outside of work (such as for reading, crafts, and hobbies)",,745268907,649352910
396924473,Address 1- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,716117817,958419506
397748152,When did you last have a MCED test?,Multiple Choice,369168474,
398142415,Date/Time Leukemia Cancer Diagnosis Submitted,,242103797,
398249766,4-Seasonal Country - Follow-up,,716117817,558981691
398622449,6-Seasonal Full Street name,,716117817,383535171
398645039,Clinical DB blood RRL Date/Time Received,,173836415,266600170
399078599,"In total, how many months or cycles did you take Milophene?",,745268907,
399159511,First Name,,569151507,
399659169,"When you were a daily smoker, how many cigarettes did you smoke per day?",,965707586,
399948893,No Connect Label on Vials,,775188224,238268405
400259098,I am concerned about COVID-19,Also Question text for HdRef_COVID_v1r0,883203566,706283025
400969127,"Age last used - During the time you last smoked cigarettes, did you smoke cigarettes every day?",,965707586,
401396910,Pills per day over-the-counter H2 receptor blockers,,745268907,618427836
402300898,"On days that you consumed cannabis edibles, drinks, or capsules  when you were age [X / 30] to age [Y / 39 / current age], about how many servings did you have per day?",,965707586,
403155173,Sitting and reading,,745268907,981441822
403180970,None of these Native Hawaiian or other Pacific Islander categories fully describe me. Please describe [text box],Optional Select All that Apply,726699695,115616118
403258164,Have you ever worked for pay (full-time or part-time)?,Optional Multiple Choice,726699695,
403294814,Geocoded - TIGER source data year,,218382402,
403401964,dropped_status: Status if email was dropped by SendGrid,,708990554,
403679963,Commute School Country,,716117817,914696832
403786906,Season Address 4-Please provide the cross streets of the intersection closest to this address:,,716117817,192184336
404141282,"Employer Apartment, suite, unit, building, etc.",,716117817,596318751
404289911,Participant is incarcerated,,861315814,
404389800,Peroxide mouthwash (such as Colgate® Peroxyl® Mouth Sore Rinse),Optional Select All that Apply,299215535,406270109
404596261,How old were you when you first used hormonal IUD?,,745268907,
404613256,DHQ3 at 6 months - Autogenerated date/time stamp for HEI report first declined on MyConnect PWA,,497020618,
404892571,Enter the screening facility or hospital address – Zip / Postal code,,242103797,
405178123,How old were you when you last smoked a combination of cannabis with tobacco?,,965707586,
405352246,I think the payment or benefit to participate is not great enough,,883203566,706283025
405513630,Cold Packs - none,,775188224,238268405
405571048,"How many times have you been pregnant? Please include all live births, as well as pregnancies that ended as stillbirths or other pregnancy losses. Twins, triplets, or higher multiples count as one pregnancy.",,745268907,
405616098,"High-risk human papillomavirus (HrHPV) Test. A healthcare provider used a plastic or metal instrument called a speculum to open your vagina, and used a soft brush or plastic spatula to collect cells from your cervix. The cells were checked for the type of HPV that can lead to cervical cancer.",Select All That Apply,369168474,229764995
406098499,"Sibling 1-For your [oldest/next oldest] sibling, please create a nickname or share initials that we can use to refer to this sibling again in future surveys.","Text only Response, Loops",726699695,
406137786,How would you describe your snoring?,,745268907,
406189298,Physical health summary score,,601305072,
406370140,When did you first have a blood test for ovarian cancer?,Multiple Choice,369168474,
406846149,"On the days that you rode a bicycle (including a stationary bike), about how much time per day did you spend doing this activity?",,745268907,
406890409,Esophageal Acid Reflux (GERD),Optional Select All that Apply,726699695,180961306
406943303,Fever,Optional Select All that Apply,299215535,470484596
407056417,What is your sex?,Required Multiple Choice,726699695,
407167089,Weight at 45 years old entry,"Multiple Text Boxes, Display if in One or More Responses",726699695,912857732
